author_id,created_at,text
AmazonHelp,06_06_2022_23_04,@115824 Wir haben zu danken. Schönen Abend noch. ^JS
115824,06_06_2022_23_04,"@115825 also, beim Addams Family-Film in Prime sind Bild und Ton nicht wirklich synchron. Wie kommt's?"
AmazonHelp,06_06_2022_23_04,@115826 I'm sorry for the wait. You'll receive an email as soon as we have an estimated delivery date. ^FJ
115827,06_06_2022_23_04,@AmazonHelp @115826 Yeah this is crazy we’re less than a week away and still no Shipping Information on something that we Pre-ordered back in August
AmazonHelp,06_06_2022_23_04,@115827 Thanks for your patience. ^KM
115826,06_06_2022_23_04,@115828 How about you guys figure out my Xbox One X project Scorpio edition first. No expected delivery or shipping date and it’s only a week away
115828,06_06_2022_23_04,PLAYERUNKNOWN'S BATTLEGROUNDS is now available for preorder on Xbox One consoles - https://t.co/bqLHcBDqAb https://t.co/muLIqeHq0o
AmazonHelp,06_06_2022_23_04,@115829 I'm sorry your order arrived in this condition! Please reach out to us for available options: https://t.co/JzP7hlA23B ^DG
115829,06_06_2022_23_04,"@115830 my package was ‘accidentally’ opened.. 4 items missing worth £97.
You need better delivery drivers!! https://t.co/f6SaVBSMqM"
AmazonHelp,06_06_2022_23_04,@115831 I'm sorry for the wait. Please reach out to us so we can take a closer look at this delivery: https://t.co/JzP7hlA23B ^SH
115831,06_06_2022_23_04,@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡
AmazonHelp,06_06_2022_23_04,@115832 Alexa says both styles are working for you! My vote goes to the Flamingo look! ^SE
115832,06_06_2022_23_04,"Thanks for the style advice, @115833 look ...I think? #Halloween2017 #flamingo https://t.co/XvI54La043"
AmazonHelp,06_06_2022_23_04,@115834 Were you able to reach us at the link DW provided? ^TR
115834,06_06_2022_23_04,@AmazonHelp Hi ready for some help
AmazonHelp,06_06_2022_23_04,"@115834 The Echo Show is supported, please reach us for some live troubleshooting at your convenience: https://t.co/hApLpMlfHN ^DW"
115834,06_06_2022_23_04,@AmazonHelp Is the Echo Show no longer supported?
115834,06_06_2022_23_04,@AmazonHelp Nothing there helped me with the Echo Show
AmazonHelp,06_06_2022_23_04,"@115834 Oh no, I'm sorry for the issues! For troubleshooting, please check out our Echo Help pages here: https://t.co/a31c4ynHES ^SG"
115834,06_06_2022_23_04,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?"
AmazonHelp,06_06_2022_23_04,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY
115835,06_06_2022_23_04,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?
AmazonHelp,06_06_2022_23_04,@115835 You can also request a call back here Martin https://t.co/zH8UlhTGcc ^KM
115835,06_06_2022_23_04,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk
AmazonHelp,06_06_2022_23_04,@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL
115836,06_06_2022_23_04,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K"
AmazonHelp,06_06_2022_23_04,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH
115838,06_06_2022_23_04,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?"
AmazonHelp,06_06_2022_23_04,"@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL"
115838,06_06_2022_23_04,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645
AmazonHelp,06_06_2022_23_04,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ
115838,06_06_2022_23_04,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.
AmazonHelp,06_06_2022_23_04,@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR
115839,06_06_2022_23_04,"@AmazonHelp Already handled, just venting. It was a pretty big bummer."
AmazonHelp,06_06_2022_23_04,@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS
115839,06_06_2022_23_04,"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q"
AmazonHelp,06_06_2022_23_04,@115840 ¡Que lindoooooooooo! 😍🐶🎃 ^JJ https://t.co/YSOVnjaPrO
115840,06_06_2022_23_04,@115841 @115821 Feliz #Halloween2017 https://t.co/edHbRDnM8x
115841,06_06_2022_23_04,CONCURSO 👻🎃:Tarjetas regalo en @115821 por tu foto en la cama disfrazado y #ColchonMorfeoHalloween en los post promo:https://t.co/xAsY6KwLZa https://t.co/7yOZvlwBwN
AmazonHelp,06_06_2022_23_04,"@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B
We're unable to view order details via Twitter. ^KL"
115842,06_06_2022_23_04,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge"
AmazonHelp,06_06_2022_23_04,@115843 You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC
115843,06_06_2022_23_04,@AmazonHelp Aww your reply made her night!
115843,06_06_2022_23_04,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su"
AmazonHelp,06_06_2022_23_04,@115844 Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: https://t.co/JzP7hlA23B &amp; we'll be glad to help! ^FR
115844,06_06_2022_23_04,@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.
115844,06_06_2022_23_04,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!
115845,06_06_2022_23_04,@115844 WHAT IN THE WORLD?!
115844,06_06_2022_23_04,"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!"
AmazonHelp,06_06_2022_23_04,@115846 That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: https://t.co/hApLpMlfHN ^BN
115846,06_06_2022_23_04,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol
115847,06_06_2022_23_04,@115846 @115821 Remember my head phones and they brought them within minutes
115846,06_06_2022_23_04,My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.
AmazonHelp,06_06_2022_23_04,@115848 I'm sorry for the trouble this has caused you; please contact us so we may lend you a hand: https://t.co/hApLpMlfHN ^WM
115848,06_06_2022_23_04,@115821  https://t.co/Gb0beuA3IN
115848,06_06_2022_23_04,How @115821 packages china https://t.co/fO9vbus18E
AmazonHelp,06_06_2022_23_04,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD
115849,06_06_2022_23_04,@AmazonHelp Details sent. Please check.
AmazonHelp,06_06_2022_23_04,@115849 Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB
115849,06_06_2022_23_04,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!
AmazonHelp,06_06_2022_23_04,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD
115849,06_06_2022_23_04,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.
AmazonHelp,06_06_2022_23_04,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB
115852,06_06_2022_23_04,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?
AmazonHelp,06_06_2022_23_04,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN
115853,06_06_2022_23_04,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.
AppleSupport,06_06_2022_23_04,@115854 We're here for you. Which version of the iOS are you running? Check from Settings &gt; General &gt; About.
115854,06_06_2022_23_04,@AppleSupport The newest update. I️ made sure to download it yesterday.
AppleSupport,06_06_2022_23_04,@115854 Lets take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT
115854,06_06_2022_23_04,@AppleSupport  https://t.co/NV0yucs0lB
115854,06_06_2022_23_04,@AppleSupport why are my I️’s changing not showing up correctly on any of my social media platforms? https://t.co/GyRvpyVnkE
AppleSupport,06_06_2022_23_04,@115855 Let's go to DM for the next steps. DM us here: https://t.co/GDrqU22YpT
115855,06_06_2022_23_04,@AppleSupport Tried resetting my settings .. restarting my phone .. all that
AppleSupport,06_06_2022_23_04,@115855 Any steps tried since it started last night?
115855,06_06_2022_23_04,@AppleSupport This is what it looks like https://t.co/XCQU2l4xUB
AppleSupport,06_06_2022_23_04,@115855 That's great it has iOS 11.1 as we can rule out being outdated. Any steps tried since this started? Do you recall when it started?
115855,06_06_2022_23_04,@AppleSupport I️ have an iPhone 7 Plus and yes I️ do
AppleSupport,06_06_2022_23_04,@115855 We'd like to look into this with you. Which model do you have and is iOS 11.1 installed? Any steps tried so far?
115855,06_06_2022_23_04,@AppleSupport I️ need answers because it’s annoying 🙃
115855,06_06_2022_23_04,Why are my I’s question marks ?
115855,06_06_2022_23_04,What is up with this “ I️ “
AppleSupport,06_06_2022_23_04,"@115856 Hey, let's work together to figure out what's going on. Meet us in DM and we'll continue from there. https://t.co/GDrqU22YpT"
115856,06_06_2022_23_04,@AppleSupport Just sent you all my DM
115856,06_06_2022_23_04,"Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?"
AppleSupport,06_06_2022_23_04,@115857 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT
115857,06_06_2022_23_04,@AppleSupport This is what is happening... https://t.co/X3SZSJXfAT
AppleSupport,06_06_2022_23_04,"@115857 Fill us in on what is happening, then we can help out from there."
115857,06_06_2022_23_04,Tf is wrong with my keyboard @115858
AppleSupport,06_06_2022_23_04,@115859 We've received your DM and will continue there.
115859,06_06_2022_23_04,@AppleSupport are the call centres closed for the night?
AppleSupport,06_06_2022_23_04,@115859 What's going on? We're hapy to help if we can. https://t.co/GDrqU22YpT
115859,06_06_2022_23_04,@115858 @AppleSupport hello are all the lines closed for tonight #help
AppleSupport,06_06_2022_23_04,"@115860 Reach out to us via DM, and we can take a look at this with you. https://t.co/GDrqU22YpT"
115860,06_06_2022_23_04,@115861 @115862 @AppleSupport I️ upgraded. I️t didn’t work.
115861,06_06_2022_23_04,@115862 @AppleSupport I will!
115862,06_06_2022_23_04,@AppleSupport @115861 We’re going to need you to share the answers Angela. I️ can’t stand this!
AppleSupport,06_06_2022_23_04,"@115861 You're in the right place; we'll do all we can to help. To start, let us know what iOS version is installed via DM: https://t.co/GDrqU22YpT"
115861,06_06_2022_23_04,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7"
AppleSupport,06_06_2022_23_04,@115863 Go ahead and send us a DM please. Let us know the country you're in.
115863,06_06_2022_23_04,@AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?
AppleSupport,06_06_2022_23_04,"@115864 We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?"
115864,06_06_2022_23_04,@AppleSupport I have the iPhone 6s Plus and just did the most recent update.
AppleSupport,06_06_2022_23_04,"@115864 To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here: https://t.co/GDrqU22YpT"
115864,06_06_2022_23_04,Thank you @AppleSupport I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤
AppleSupport,06_06_2022_23_04,@115865 Thanks! Which iOS version is currently showing in Settings &gt; General &gt; About?
115865,06_06_2022_23_04,@AppleSupport iOS 11.0.3
AppleSupport,06_06_2022_23_04,"@115865 Let's check Settings &gt; General &gt; Software Update. iOS 11.1 was released earlier today. If you see it, please backup &amp; update."
115865,06_06_2022_23_04,@AppleSupport Okey. Thank you! 🤗
AppleSupport,06_06_2022_23_04,"@115865 Our pleasure. If you're still having issues after a back up and update, contact us back. We're happy to help."
115865,06_06_2022_23_04,@AppleSupport iPhone 7 Plus 😊
AppleSupport,06_06_2022_23_04,@115865 Hi there! What type of device are we working with?
115865,06_06_2022_23_04,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport
AppleSupport,06_06_2022_23_04,@115865 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
115865,06_06_2022_23_04,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️
AppleSupport,06_06_2022_23_04,@115866 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT
115866,06_06_2022_23_04,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t
AppleSupport,06_06_2022_23_04,@115867 We'd like to get you speaking to our experts here: https://t.co/IBIY3vMgPj
115867,06_06_2022_23_04,@AppleSupport ? hello
115867,06_06_2022_23_04,"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much &amp; sound is still on Mac not tv?"
AppleSupport,06_06_2022_23_04,"@115868 We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: https://t.co/80YRnjDFDk"
115868,06_06_2022_23_04,"@AppleSupport Yes it did, 11.0.3"
AppleSupport,06_06_2022_23_04,@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?
115868,06_06_2022_23_04,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport
AppleSupport,06_06_2022_23_04,@115869 We're here to help. Meet us in DM and we can check on available options. https://t.co/GDrqU22YpT
115869,06_06_2022_23_04,Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?
AppleSupport,06_06_2022_23_04,@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT
115870,06_06_2022_23_04,@AppleSupport I can not find an option to get it there. It was just always there when playing.
AppleSupport,06_06_2022_23_04,"@115870 Just to confirm, this is only happening with Spotify, correct?"
115870,06_06_2022_23_04,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.
AppleSupport,06_06_2022_23_04,@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device?
115870,06_06_2022_23_04,After update #ios1103 no spotify on my lock screen?@AppleSupport
AppleSupport,06_06_2022_23_04,@115871 We want to help you get your battery life back on track. Please DM and we'll look at it together. https://t.co/GDrqU22YpT
115871,06_06_2022_23_04,I just need @115858 to do something about the battery life because it sucks ass
Uber_Support,06_06_2022_23_04,@115872 Happy to follow up! Contact us via https://t.co/1xM0TILvAI so we can connect.
115872,06_06_2022_23_04,@Uber_Support Already did that was told we requested to dropped off somewhere different which is completely false.
Uber_Support,06_06_2022_23_04,@115872 We apologize for the trouble! Send us a DM with your email address and we'll connect.
115872,06_06_2022_23_04,@115873 you need to correct false charges from a trip in Lexington KY on Saturday. I want my $13 back #lyingdriver #theft
Uber_Support,06_06_2022_23_04,"@115874 We're here to help! Send us a note here, https://t.co/WFtPA6RjWt and our team will be in touch."
115874,06_06_2022_23_04,@115873 my driver just drove me to the department of air travel instead of the airport.......... rufkm
Uber_Support,06_06_2022_23_04,"@115875 We’re here to help, Travis! Send us a note via https://t.co/dwDjAokZht and we'll be in touch."
115875,06_06_2022_23_04,@Uber_Support I’m not getting your texts. https://t.co/GhefNjQTfg
Uber_Support,06_06_2022_23_04,@115876 For more info about UberEats availability click here; https://t.co/3A9YFZQFaF
115876,06_06_2022_23_04,@115877 got this threw my door today went to order... sorry we don't deliver to your area! What!!! Why did I get this then! https://t.co/BGzU59vYJS
Uber_Support,06_06_2022_23_04,@115878 We have received your DM and will follow up with you there.
115878,06_06_2022_23_04,@Uber_Support @115879 wouldn't do this to me 😔
115878,06_06_2022_23_04,@Uber_Support Why is there no phone number ?? I'm literally stranded and now I have to wait for an automated reply this is ridiculous
Uber_Support,06_06_2022_23_04,@115878 We're sorry to hear this was your experience. Can you send us a DM with your email address so we can connect?
115878,06_06_2022_23_04,Literally stranded because of @115873 and because there is no support phone number I have to wait from a message from @Uber_Support Smh 🤦🏾‍♂️
Uber_Support,06_06_2022_23_04,"@115880 We're sorry to hear this was your experience, Ray. Please contact us via https://t.co/aBEgvdNWQN and we'll be in touch."
115880,06_06_2022_23_04,"1 hour+ inside an old Altima that smells and has ripped stain seats, with an inexperienced miami driver @115873 standards down now 4 applying!"
Tesco,06_06_2022_23_04,"@115881 Hi Cade, thanks so much for sending that over. I have sent an email to the Store Manager to look into this for you. 1/2"
115881,06_06_2022_23_04,"@Tesco Tall lady 6ft, slim, was on the till about 15:10, think she had blonde hair. She served the guy after knowing he didn’t queue up like others"
Tesco,06_06_2022_23_04,"@115881 Hi Cade, what was my colleagues name? Can you give a description? When were you in our store? - Nick"
115881,06_06_2022_23_04,@Tesco 3/3 on the wrong which I really don’t appreciate. This needs to be investigate and I was simply queuing to pay and the guy pushed in😡
Delta,06_06_2022_23_04,@115882 I'm sorry. The earlier flight may not have been available at the time of your scheduled change. *TMT
115882,06_06_2022_23_04,@Delta I checked daily and flight 1403 was never offered as an option as I most certainly would have made the adjust on my trip.
Delta,06_06_2022_23_04,"@115882 My apologies. If that flight never showed up on your search, that would mean it was full.  *TMT"
115882,06_06_2022_23_04,"@Delta why wasn't earlier flight offered when I tried to rebook, not cool at all. Just happened to look at moniter after deplaning."
Delta,06_06_2022_23_04,@115883 Please share additional details about the nature of this technical issue.  *AFC
115883,06_06_2022_23_04,@Delta Via DM?
Delta,06_06_2022_23_04,@115883 Please do.  *AFC https://t.co/6iDGBJAc2m
115883,06_06_2022_23_04,@Delta Just DM'd you with a screenshot and explanation.  😊
115883,06_06_2022_23_04,@Delta It seems this technical issue still hasn't Ben fixed.   Can you look into it again?  🙆🏼‍♂️
Delta,06_06_2022_23_04,"@115883 I sincerely apologize, our IT team is diligently working on it, we should have it up and working very soon.  *TMC"
115883,06_06_2022_23_04,"@Delta The ""change flight"" search option on your website is broken once again.  😑"
Delta,06_06_2022_23_04,"@115884 Oh, no! Please speak to a member of the flt crew for immediate assistance. *AAB"
115884,06_06_2022_23_04,.@delta this has been my inflight studio experience today. Nothing works except Twitter #toobadforyouandme https://t.co/VLo4ufL73y
Delta,06_06_2022_23_04,@115885 2/2 https://t.co/6iDGBJAc2m
115885,06_06_2022_23_04,@Delta Is that not what I’ve done already?
115885,06_06_2022_23_04,@Delta Can you reply on the DM thread?
115885,06_06_2022_23_04,@Delta I did this some time ago now but haven’t heard from you...
Delta,06_06_2022_23_04,"@115885 Hello, Richard! Please DM your confirmation# and I will try to assist. *TCC"
115885,06_06_2022_23_04,"@Delta Actually, I just looked again and they disagree and say it's on you. Any idea what I should do? https://t.co/twIogKd3Kx"
115885,06_06_2022_23_04,@Delta Hi - and thanks. Think I just figured this out. Would it be you’re not running the MEX-MID flight so I need to check in via AeroMexico?
Delta,06_06_2022_23_04,"@115885 Hi, Richard. Can you pls DM your confirmation number so I may look into this matter for you? Thanks! *TJF https://t.co/6iDGBJAc2m"
115885,06_06_2022_23_04,"@Delta I'm flying JFK-MEX-MID tomorrow and you say I'm booked in, but it looks like it's just the first leg. Can you check, please?"
Delta,06_06_2022_23_04,"@115885 Hi Richard, I apologize for the delayed response time. Please DM your conf # so I can review your trip details.  *TLT... 1/2"
Delta,06_06_2022_23_04,@115886 We sincerely apologize for your disappointment. We always strive to create a positive customer experience. *AJC
115886,06_06_2022_23_04,@Delta #Again #nothing #bs #no #answers
Delta,06_06_2022_23_04,"@115886 Hi Caesar, can you DM your confirmation # to the link provided? I will be glad to look into this for you.   *TBT https://t.co/6iDGBJAc2m"
115886,06_06_2022_23_04,@Delta Same again! #equipment #change #no #guaranteed #seats #apologies I’ll DM you if you can give me a #real #answer and no #standard #bs #answers
Delta,06_06_2022_23_04,@115886 I would be glad to look into this for you.  *TBT
115886,06_06_2022_23_04,"@Delta OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! I’ll retwitter your reply! Thanks"
Delta,06_06_2022_23_04,@115886 Thanks for your patience. *HCK
Delta,06_06_2022_23_04,@115886 Thanks!  *HCK
Delta,06_06_2022_23_04,@115886 Thank you for being the most important part of Delta.  https://t.co/YfI5Cj9udk *HCK
Delta,06_06_2022_23_04,"@115886 I am including a link of our Commitment to our customers, please let us know if we can be of further assistance.  *HCK"
Delta,06_06_2022_23_04,@115886 It can be difficult to assign the same seating because the aircraft configuration may be different.  *HCK
Delta,06_06_2022_23_04,@115886 ...possible. *HCK 2/2
Delta,06_06_2022_23_04,"@115886 Unfortunately, we are not able to guarantee seats nor flight schedules.  *HCK"
Delta,06_06_2022_23_04,"@115886 Hi Caesar, I thank you for your patience. I had an opportunity to read the thread. *HCK"
Delta,06_06_2022_23_04,@115886 Please remember that help is just a tweet away. Have a wonderful evening.  *HCK
115886,06_06_2022_23_04,"@Delta Obviously you didn't read what already was said before, you do give exactly the same bs answers. I know there is no guarantee but I like to know why they moved us. I know, because a #Delta employee was sitting in my seat and you can't say that 😡😡😡"
Delta,06_06_2022_23_04,@115886 ...guaranteed. It was changed because operational needs required such.  *ABN 3/3
115886,06_06_2022_23_04,@Delta Is this a #computer #answering my tweets? 😂😂😂 #unbelievable!!!!! same #stupid #answers!!
Delta,06_06_2022_23_04,@115886 You're receiving the same answers because the information that's being relayed is the same.  *ABN
Delta,06_06_2022_23_04,@115886 *a real *ABN
115886,06_06_2022_23_04,@Delta Even #worse 😜
Delta,06_06_2022_23_04,"@115886 ...Thank you for tweeting us tonight, Caesar. *ABN 2/2"
Delta,06_06_2022_23_04,@115886 I regret that you aren't happy with the information given and apologize for not being able to address your concerns via this channel.... 1/2
Delta,06_06_2022_23_04,"@115886 I assure you, I'm areal person, Caesar.  *ABN"
Delta,06_06_2022_23_04,"@115886 ...to shift. Because of such, though we try our best to honor seat requests, do note - it's just that, a request and is not... 2/3"
Delta,06_06_2022_23_04,"@115886 I understand your frustration and apologize again for your experience. As previously explained, schedule changes occur causing seats... 1/3"
Delta,06_06_2022_23_04,@115886 Thank you for being the most important part of Delta.  *HCK
Delta,06_06_2022_23_04,"@115886 May I have your ticket number, please? Unfortunately, the confirmation provide is no longer active.  *HCK"
115886,06_06_2022_23_04,@Delta 0062395415777
Delta,06_06_2022_23_04,"@115886 Good evening, Caesar!  *HCK"
Delta,06_06_2022_23_04,"@115886 I would like to sincerely apologize for the stress, frustration, and the inconvenience that you endured due to an equipment change.  *HCK"
Delta,06_06_2022_23_04,"@115886 In the event of an equipment change, we put forth our best efforts to seat everyone together as they were, but sometimes that is not... 1/2"
115886,06_06_2022_23_04,@delta #delta moves you to #dm the moment you have a #complaint with no results. Just got some #bs #answers but no real reason why they changed our #seating!
SpotifyCares,06_06_2022_23_04,@115887 Hmm. Can you try restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Keep us posted /LS
115887,06_06_2022_23_04,@SpotifyCares doesn’t work and i even tried deleting the app
SpotifyCares,06_06_2022_23_04,@115887 Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt
