author_id,created_at,text
ChipotleTweets,06_06_2022_23_06,@116207 That's incredibly concerning. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky
116207,06_06_2022_23_06,@ChipotleTweets gave me food poisoning and I’ve never been more heartbroken in my life
ChipotleTweets,06_06_2022_23_06,@116208 Hopefully there will be more receipts to come. -Becky
116208,06_06_2022_23_06,Forgot to get my receipt at @ChipotleTweets. There goes a chance at burritos for a year. Ugh.
ChipotleTweets,06_06_2022_23_06,@116209 I love it! Thanks so much for stopping by. -Becky
116209,06_06_2022_23_06,@ChipotleTweets So worth it! Thanks for the fun deal!
116209,06_06_2022_23_06,"Heck yes I went to @ChipotleTweets and got a $3 boo-rito bowl for wearing my minion outfit today. Well worth it (also I was far from alone, everyone wore costumes and wanted their costume chippy 😂) https://t.co/crR3iq4K1U"
VerizonSupport,06_06_2022_23_06,@116210 Put 0's in front of the number you have. ^RMD
116210,06_06_2022_23_06,@VerizonSupport Banking. https://t.co/8535p04F9S
VerizonSupport,06_06_2022_23_06,"@116210 Please verify if this is referring your Verizon account number and not your banking?
^JAY"
116210,06_06_2022_23_06,"@115725 @VerizonSupport trying to sign up for autopay, your site tells me my checking account # must be min 12 characters. Mine is 9. So???"
VerizonSupport,06_06_2022_23_06,"@116211 Do you know where your ONT is located? The backup battery system address.
^JAY"
116211,06_06_2022_23_06,@VerizonSupport I’m standing in front of it
VerizonSupport,06_06_2022_23_06,"@116211 Press and hold the alarm silence / ONT reboot button for 30 seconds.
^ACM"
116211,06_06_2022_23_06,@VerizonSupport Ok. Now what?
VerizonSupport,06_06_2022_23_06,@116211 Reboot your router nd thn cable boxes and let us know if the issue clears please. ^RMD
116211,06_06_2022_23_06,@VerizonSupport Didn’t work. Channels come up in guide (always have) by tv freezes when changing to anything under 523.
VerizonSupport,06_06_2022_23_06,"@116211 Is your router up and working?
^JAY"
116211,06_06_2022_23_06,@VerizonSupport Yes it is.
VerizonSupport,06_06_2022_23_06,"@116211 Click the link to get started.
https://t.co/Au2NJANvHI
^JAY"
116211,06_06_2022_23_06,@VerizonSupport Problem has been consistently happening for about a month
VerizonSupport,06_06_2022_23_06,"@116211 We are here to help, is this happening on all your TV's or a specific one?
^ACM"
116211,06_06_2022_23_06,@115722 I’ve lost my network channels and other channels are glitchy. Need help!
VerizonSupport,06_06_2022_23_06,@116211 Have you made any recent changes to your package? ^NHP
116211,06_06_2022_23_06,@VerizonSupport No changes in a long time. No new hardware in a long time.
116211,06_06_2022_23_06,@VerizonSupport Same problem on both boxes
VerizonSupport,06_06_2022_23_06,"@116212 Are you back home now? If so, we would be glad to troubleshoot. Feel free to return to our chat.
^HSB"
116212,06_06_2022_23_06,@VerizonSupport I’m on the phone with your tech now looks like I’ll be another day without internet
VerizonSupport,06_06_2022_23_06,"@116212 We understand.
^JAY"
116212,06_06_2022_23_06,@VerizonSupport Nevermind I’ll be out of internet til Saturday smh
116212,06_06_2022_23_06,@115722 I have been without internet for two days and y’all gonna tell me to wait til tomorrow
AskPlayStation,06_06_2022_23_06,"@116213 Hello there. We are unable to see the file you sent us, please provide us more details"
116213,06_06_2022_23_06,@AskPlayStation Whenever i go to play my game it says im on my old psn account which i deleted of my system. Ive used that account like once before
AskPlayStation,06_06_2022_23_06,@116213 Thanks for the info. Make sure your PSN account has its own local user: https://t.co/p7d3kCczZd
116213,06_06_2022_23_06,@AskPlayStation What do you mean by local user
AskPlayStation,06_06_2022_23_06,@116213 Please find more information in the following article: https://t.co/p7d3kCczZd
116213,06_06_2022_23_06,@AskPlayStation why is this happening to me and only me? https://t.co/tEfiwmCVhl
AskPlayStation,06_06_2022_23_06,@116214 Hi There! Please power cycle your network devices and try again: https://t.co/Vp85fRXkHX
116214,06_06_2022_23_06,@AskPlayStation Thankx
AskPlayStation,06_06_2022_23_06,@116214 You are welcome! Feel free to contact us for assistance in the future.
116214,06_06_2022_23_06,"@AskPlayStation after playing for  a hour, my network on ps4 just drops to 67.9kbps.then I can't play any games(cod black ops3).pls help"
AskPlayStation,06_06_2022_23_06,@116215 Hola Ezequiel! Por favor siguenos en Twitter para poder brindarte asistencia por mensajes directos.
116215,06_06_2022_23_06,@AskPlayStation Creí que lo había hecho. Ahora les vuelvo a escribir por privado.
AskPlayStation,06_06_2022_23_06,@116215 Muchas gracias. Por favor revisa tus mensajes directos.
116215,06_06_2022_23_06,@116216 he platinado Horizon Zero Dawn el 1/7/2017 y no he recibido el tema exclusivo vía mail. ¿podrían revisarlo? ID:Rezequiel.
AskPlayStation,06_06_2022_23_06,"@116217 Hi there, Please check your DM's for further instructions."
116217,06_06_2022_23_06,@AskPlayStation Thanks !
116217,06_06_2022_23_06,"@AskPlayStation Hi! Having issue with an old account, no idea what the login/email is for it but I know the ID"
AskPlayStation,06_06_2022_23_06,@116218  Por favor siguenos para poder enviarte más instrucciones vía mensaje directo.
116218,06_06_2022_23_06,"@AskPlayStation Pero un cobro con la misma información me lo tomo, un minuto después ya no. No es la info de la tarjeta, es un problema del store"
AskPlayStation,06_06_2022_23_06,@116218 Revisa el siguiemte enlace para problemas al introducir la información de cobro: https://t.co/qNoFVu2B70
116218,06_06_2022_23_06,"@AskPlayStation Si, que la información de la tarjeta es incorrecta, asociada a PayPal, y una de las compras la hice sin problemas, un minuto antes."
AskPlayStation,06_06_2022_23_06,@116218 Hola!¿Podria decirnos si recibe un codigo de error o algun mensaje?
116218,06_06_2022_23_06,@116216 buenas tardes. Intento comprar por play store y me rechaza las compras
AskPlayStation,06_06_2022_23_06,@116219 Lemantamos el inconveniente. Por favor revisa tus mensajes directos para asistencia.
116219,06_06_2022_23_06,@116216 me pueden ayudar me robaronmi cuenta de psn
AskPlayStation,06_06_2022_23_06,@116220 Hi there. You can create a new account but take in count that the content cannot be transferred from one account to another.
116220,06_06_2022_23_06,@AskPlayStation is it possible for me to delete my own psn or change the location and currency? Please reply
AskPlayStation,06_06_2022_23_06,"@116221 Hi Damian! There is no information to share at the moment, stay tuned to our Blog for updates here: https://t.co/v141IWB0Dt"
116221,06_06_2022_23_06,@AskPlayStation Hey is Shadow Of War remote play? Was thinking of getting a vita but i don't know if I can play my games remotely with it.
ATVIAssist,06_06_2022_23_06,"@116222 Hey there, if you pre purchased the game via console store you should be good to go for launch. ^RK"
116222,06_06_2022_23_06,"@ATVIAssist How do I recieve the 2xp and weapon unlock though, is it in my gam ready when I load it up?"
ATVIAssist,06_06_2022_23_06,"@116222 Please wait until launch, make sure you are on the main account that purchased and owns the content. ^RK"
116222,06_06_2022_23_06,@ATVIAssist And how come cod ww2 multiplayer servers are active for people who own illegal copies of the game?
116223,06_06_2022_23_06,@ATVIAssist @116222 ^^this I wanna know as well
116222,06_06_2022_23_06,"@ATVIAssist hey, I have pre ordered ww2 on the Xbox store, how will I receive my cod ww2 2xp and weapon unlock??"
ATVIAssist,06_06_2022_23_06,"@116224 Good afternoon, you'll receive the COD points in WW2 when COD points are made available. ^JP"
116224,06_06_2022_23_06,"@ATVIAssist Hi, i preordered ww2 on Saturday and i was told i was going to get 1,100 cod points yet i didn't, do i have to wait till friday?"
ATVIAssist,06_06_2022_23_06,@116225 @116226 Your CoD points are saved to your CoD wallet and will be accessible in all CoD games that use these points. ^CB
116225,06_06_2022_23_06,@116226 @ATVIAssist Can I use my 3 of a kind on WWII? 🤔😂 plz
116225,06_06_2022_23_06,@116226 @ATVIAssist Let us transfer over cryptokeys 😭 I have so many
116226,06_06_2022_23_06,^ @ATVIAssist
116226,06_06_2022_23_06,If I have COD Points on BO3/IW will I have those same COD Points in WW2?
ATVIAssist,06_06_2022_23_06,"@116227 Hi there, we do not have any information on this. ^RK"
116227,06_06_2022_23_06,@ATVIAssist When is the update for Black Ops 3?
ATVIAssist,06_06_2022_23_06,@116228 Hi there! Please reach out to me at this link for assistance. Thank you. ^TV https://t.co/c9WoAfwenP
116228,06_06_2022_23_06,@115766 Help
115766,06_06_2022_23_06,Only three days left until #WWIIZombies arrive at your doorstep. Happy Halloween! Stay safe tonight. #CODWWII https://t.co/wHTjIiWUg1
MicrosoftHelps,06_06_2022_23_06,@116229 We want to resolve this for you. We suggest you to get in touch with our Answer desk team: https://t.co/Jo5IpyEY0u.
116229,06_06_2022_23_06,"@MicrosoftHelps Yes, none of it worked. I didn't try the reset because I don't want to reinstall everything. But when i went back to 1703 everything worked"
MicrosoftHelps,06_06_2022_23_06,"@116229 Just to clarify, have your tried following the troubleshooting methods provided by Andre Da Costa on the link you provided?"
116229,06_06_2022_23_06,"@116230 this thread seems to be where a lot of people are saying they're having issues. https://t.co/DF060SfN68

no one can pin-point the solution."
116230,06_06_2022_23_06,@116229 Gotcha. Have you shared your experience with us on the Feedback Hub? https://t.co/N8dIK5X2nH
116229,06_06_2022_23_06,@116230 I've downgraded back to the 1703 build. There are threads on the Microsoft community of multiple people having same issues
116230,06_06_2022_23_06,"@116229 Hell! Could you share with us more details about this issue? We'd like to help, if we can."
116229,06_06_2022_23_06,I don't recommend upgrading to the Windows 10 Fall Creators update. delay it as much as possible! Start menu quit working after the update.
MicrosoftHelps,06_06_2022_23_06,@116231 Hello! It's our utmost pleasure to help. The best way to avoid phone scam is in this link: https://t.co/ZycMz6l77L.
116231,06_06_2022_23_06,@MicrosoftHelps Are you trying to help? Because helping would be trying to shut that down. I’m not looking for avoiding I’m looking for you to deal w/ it.
MicrosoftHelps,06_06_2022_23_06,"@116231 Let us guide you to report scams. On the link provided to you. Kindly go to ""How to report tech support scams""."
116231,06_06_2022_23_06,"@MicrosoftHelps Thanks for the outstanding assistance, I get it, it is your company that takes the heat for these people hurting your rep"
116231,06_06_2022_23_06,@MicrosoftHelps Or even worse hacking them and hurting them. Just trying to show my concern.
116231,06_06_2022_23_06,@MicrosoftHelps I apologize for sounding like a jerk but you know they are scamming older people and ripping money off of those who don’t know better
116231,06_06_2022_23_06,@MicrosoftHelps Please get back to me immediately this is of the upmost importance
116231,06_06_2022_23_06,"@MicrosoftHelps I got a phone call claiming to be you but I discovered they weren’t. The number is +1(818)930-5703
They tried to bribe me."
AdobeCare,06_06_2022_23_06,@116232 Can you try turning GPU Performance off in your Illustrator preferences? Let us know if that solves the issue. ^Wren
116232,06_06_2022_23_06,and somehow three artboards worth of brush work disappeared twice out of nowhere while I was working on another artboard @116233
AdobeCare,06_06_2022_23_06,"@116234 Hi there, it is relatively a new camera and is not supported in Lightroom 6 as of now.   ^Tanuj"
116234,06_06_2022_23_06,@115769 will Lr6 support the Sony a7r3?
AdobeCare,06_06_2022_23_06,"@116235 Hi there, this feature is not available as of now, please suggest a feature request at: https://t.co/SE1u3g161W .  ^Tanuj"
116235,06_06_2022_23_06,"@115769 I can't find the edit filename option on either the cloud, mobile or MAC based version of the new LR CC - it was easy on Classic"
AdobeCare,06_06_2022_23_06,@116236 Thanks for the additional information. We're looking into this and will follow up with next steps to try ASAP ^Madison
116236,06_06_2022_23_06,@AdobeCare Sorry you misunderstood! Yes using old catalog but imported new A9 files ! Still sllllloooooow
AdobeCare,06_06_2022_23_06,"@116236 Hi Paul, could you please import new images from Sony A9 and then see if the previews still take time to generate.  ^Tanuj"
116236,06_06_2022_23_06,@AdobeCare Hi apologies for the delay yes it was after migrating to old catalog?
AdobeCare,06_06_2022_23_06,"@116236 Hi Paul, Are you facing issue after migrating the Lr catalog to Lightroom CC? Or you have added new images?
^MG"
116236,06_06_2022_23_06,"@AdobeCare Yes all files, Mac, El Capitan"
AdobeCare,06_06_2022_23_06,@116236 Oh no! It definitely shouldn't be slower- which OS/version are you on? Is this happening with all files? Let us know so we can help ^Madison
116236,06_06_2022_23_06,Adobe Lightroom is terrible since updating to CC Classic ! Sony A9 file takes 15sec to load full preview .... #lightroomcc 🤬 https://t.co/gZApJ1z9zn
AdobeCare,06_06_2022_23_06,"@116237 Hi Patrick, no ETA to be shared as of now, please suggest it as a feature request at: https://t.co/SE1u3g161W .   ^Tanuj"
116237,06_06_2022_23_06,@115769  👋 Any update for when HDR merge and Panorama stitching are coming to Lightroom CC?
AirbnbHelp,06_06_2022_23_06,@116238 We would like to look into this for you. Please DM your email address and the reservation code. We are standing by. Thank you.
116238,06_06_2022_23_06,Horrible service from @115783 not concerned for our safety and didn’t even listen to our side of the story! https://t.co/XqMrgBfO2N
SW_Help,06_06_2022_23_06,"@116239 Hi Simon, I am sorry to hear this. As far as I can see this service to schedule. ^JW"
116239,06_06_2022_23_06,@SW_Help Sorry mean 22:11:41
SW_Help,06_06_2022_23_06,@116239 https://t.co/v7yVnq2Pc9 ^JW 2/2
116239,06_06_2022_23_06,@SW_Help That is not what happened.  Or are the platform clocks slow.  Look at the CCTV
SW_Help,06_06_2022_23_06,@116239 Doors close 30 seconds before departure to ensure passenger safety. Please see here for the recorded departure time for this service 1/2
116239,06_06_2022_23_06,@SW_Help I was at the door with fifty seconds to spare and it left at 11.41.
116239,06_06_2022_23_06,The 22.12 @SW_Help train from Clapham Junction to Surbiton left early.  The only train to be early in weeks. Just as annoying.
XboxSupport,06_06_2022_23_06,@116240 then we'd recommend reporting them directly via the console so that the Enforcement team is aware. 2/2 ^JA
XboxSupport,06_06_2022_23_06,@116240 Hi there! If an account is not following the Code of Conduct here: https://t.co/hi59usAKGh 1/2 ^JA
116240,06_06_2022_23_06,@XboxSupport hey if someone creates a second account so he/she can play worse people because they have a higher skill and don’t want to play those people is that considered cheating??
XboxSupport,06_06_2022_23_06,@116241 Hi there! Mind clarifying for us the make/model of the headset that you are using?  ^JA
116241,06_06_2022_23_06,@XboxSupport The one you guys give in box at purchase
XboxSupport,06_06_2022_23_06,"@116241 Gotcha, let's make sure that your controller is up to date https://t.co/AjbWyIX8UB and see if the headset works then. ^JS"
116241,06_06_2022_23_06,A headset should be a simple plug in and go method right? @XboxSupport
nationalrailenq,06_06_2022_23_06,@116242 Hi. I can see one train 21 mins late but I currently have no delay info for this service I'm afraid.
116242,06_06_2022_23_06,@nationalrailenq hi why are the trains from Manchester Piccadilly to York delayed??
AirAsiaSupport,06_06_2022_23_06,"@116243 Hi Ijan :) Yes sure, we has respond you via DM, see you there!-Anwar"
116243,06_06_2022_23_06,@AirAsiaSupport saya nak tukar flight sbb reschedule. booking #YIU8NM
ArgosHelpers,06_06_2022_23_06,"@116244 Hi Bernio, Was this purchased in store or home delivered? - Daniel"
116244,06_06_2022_23_06,@ArgosHelpers I bought it in the Arbroath store last week.
ArgosHelpers,06_06_2022_23_06,@116244 You can take it back to store with proof of purchase and they will have a look at it for you. Marc
116244,06_06_2022_23_06,@116245 my £180 Ring doorbell is constantly down. Seems now that every Ring doorbell and camera on earth is down. Refund required.
ArgosHelpers,06_06_2022_23_06,"@116246 @116247 Hi Jenni, this has 3 magic point locations that are activated by the figures.- Laurence."
116246,06_06_2022_23_06,@ArgosHelpers @116247 So if I buy the individual characters they won’t fit?
ArgosHelpers,06_06_2022_23_06,"@116246 @116247 I'm afraid not, Jenni, this set comes pre-determined -- Mat"
116246,06_06_2022_23_06,@116247 Hi. Am I able to add different characters to this please? https://t.co/imZepbaepE
ArgosHelpers,06_06_2022_23_06,@116248 Hi there. It weights just over 15kgs so can be carried. Hope this helps! - Tom
116248,06_06_2022_23_06,"@ArgosHelpers Fantastic! I don't have a car. Thank you so much, Tom. I hope you have a good shift"
ArgosHelpers,06_06_2022_23_06,@116248 You're welcome. Have a good Halloween! - Tom
116248,06_06_2022_23_06,"@116245 
https://t.co/WEHOSemxpf

Do you know how heavy this is? Do you need a car or can I carry it home?"
ArgosHelpers,06_06_2022_23_06,"@116249 Hi Tim, Did you purchase this in store or was it for home delivery? - Daniel"
116249,06_06_2022_23_06,@ArgosHelpers In store. I needed it urgently as I have to produce paperwork for a solicitor on Nov 1st.  So disappointed.
ArgosHelpers,06_06_2022_23_06,"@116249 2/2 alternatively if you would like to return the item to your local store, my colleagues will be happy to help - Paul"
ArgosHelpers,06_06_2022_23_06,"@116249 Hi Tim, the software and drivers can be downloaded here: https://t.co/FJie5Y5gb4 the manual can be viewed here: https://t.co/lLm5yp4bj7 1/2"
116249,06_06_2022_23_06,Bought an #HPENVY4527 printer 2day: @116245. Waste of £££. Instructions/CD Software doesn't work. Drama getting help online. REFUND! https://t.co/tM9coNavye
Morrisons,06_06_2022_23_06,@116250 I'll pass on your feedback. - Kirsty
116250,06_06_2022_23_06,@Morrisons Perth.
Morrisons,06_06_2022_23_06,"@116250 Thank you Stuart, I'll pass this on - Janay"
116250,06_06_2022_23_06,@Morrisons love the new look cafe in my local store. Delightful veggie cajun burger but no brioche bun! 'Twas only a morning roll! https://t.co/kbZynuJ124
Morrisons,06_06_2022_23_06,"@116250 Hi Stuart, glad you like the Cafe, sorry about the T- cake, please let me know which store this is and"
Morrisons,06_06_2022_23_06,"@116251 Hi Carrie, awwww, they're awesome. Happy Halloween. Mark"
116251,06_06_2022_23_06,@Morrisons 🎃🎃 https://t.co/biINVTmajm
Morrisons,06_06_2022_23_06,@116251 Do share any fun carvings you and the kids do. Hope you have a lovely weekend :~)-Tabby
116251,06_06_2022_23_06,"@Morrisons No problem! It's my favourite time of year, and was awesome to see no pumpkin size/shape went to waste! :)"
Morrisons,06_06_2022_23_06,@116251 Hi Carrie. Thanks for taking the time to share your feedback :~). Glad you like it-Tabby
116251,06_06_2022_23_06,Another day another Halloween shop.. @Morrisons really stepped up. Love the diverse range of pumpkins! #Halloween #pumpkins #mumlife 🎃💀 https://t.co/FhavEp3NyK
askpanera,06_06_2022_23_06,@116252 We take food quality seriously - Have you had a chance to address with cafe management? They'd be happy to assist you further.
116252,06_06_2022_23_06,"@askpanera Yes, after i also found a hair in my soup bowl &amp; the weong dressing on my salad (also playing it off as it they gave me the right one)"
116252,06_06_2022_23_06,@116253 you guys call this chicken? https://t.co/DzUig4ATjc
Walmart,06_06_2022_23_06,"@116254 We disagree, Dylan. We're excited that you're choosing us, for all your sporting needs. 🏀🛒🏈 -Sabi"
116254,06_06_2022_23_06,@Walmart Any chance you could help us out with some sort of sponsorship?  We're already spending thousands of dollars with you through @116255?
116254,06_06_2022_23_06,Just got recognized at @Walmart as the guy who buys shopping carts full of sports equipment by an employee.  I think I'm here too often!!!
Walmart,06_06_2022_23_06,"@116256 Ohh, stop it! You're making us blush. ☺-Sabi"
116256,06_06_2022_23_06,@Walmart oh my god you da best walmart
Walmart,06_06_2022_23_06,"@116256 We ❤️ you too, Angel. Thanks for having our back! -Pia"
116256,06_06_2022_23_06,we all know walmart is better in terms of a lot of things so I LOVE WALMART https://t.co/tr1DaXl3IU
Walmart,06_06_2022_23_06,"@116257 Impressive, the ""love"" symbol looks awesome! Did you draw that? 👍 -Sabi"
116257,06_06_2022_23_06,"@Walmart No, a fellow associate did it for me."
116257,06_06_2022_23_06,"@116258 @176 Better one with the ""love"" symbol. Got to dress up at work. Thank you walmart lol https://t.co/IqQic9uT4g"
116257,06_06_2022_23_06,"@116258 @176 Gaara from anime ""Naruto"" https://t.co/vDtCbxUBEb"
116258,06_06_2022_23_06,Happy Halloween! Share a pic of your decorations or costume! Here's some pics of mine (overkill maybe?) https://t.co/X6hyMbBIo4 @176
Walmart,06_06_2022_23_06,@116259 We love it! Sounds like a double win! New friend✔ Cozy blankets ✔. Thanks for choosing us. -Sabi
116259,06_06_2022_23_06,It isn’t every day you get 3 carts full of blankets @Walmart and you become friends with the cashier! #Kindnessmatters #litkids https://t.co/v1TWF5F2Ge
Walmart,06_06_2022_23_06,"@116260 Yay! We're thrilled to hear you've enjoyed your experience, Randi. -Sabi"
116260,06_06_2022_23_06,Used @Walmart #grocerypickup and it's a pretty neat service!
Walmart,06_06_2022_23_06,@116261 We want you to leave our store with a smile on your face. 😉 -Sabi
116261,06_06_2022_23_06,Everybody I’ve met at Walmart is so friendly! I love it.
Walmart,06_06_2022_23_06,@116262 You're more than welcome! It makes us very happy to hear that.    -Sabi
116262,06_06_2022_23_06,@Walmart The pumpkins will be enjoyed by many families this holiday season who might otherwise not have one. So thank you very much!
Walmart,06_06_2022_23_06,@116262 Nothing but the best for the communities! We hope everyone is able to enjoy the pumpkins. Thanks for the shoutout! -Ami
116262,06_06_2022_23_06,Happy Halloween! Look at these pumpkins that were donated to us from the @Walmart Distribution Center! https://t.co/od6OAZocLy
Walmart,06_06_2022_23_06,"@116263 Woot Woot! Thanks for the shout out, Will. 🎶 -Sabi"
116263,06_06_2022_23_06,"Shout to the @Walmart in Thomaston GA, for actually having gospel music on sale. Bravo, and thanks. 💪🏾👍🏾👌🏾"
Uber_Support,06_06_2022_23_06,@116264 Here to help. Send us a note at https://t.co/ptj11JUNYu so our team can connect.
116264,06_06_2022_23_06,@Uber_Support Haha nah I’m good it got here eventually lol
116264,06_06_2022_23_06,When I open the GPS map on UberEATS and see that my driver has turned down the wrong street: https://t.co/awQwmNwfUV
Uber_Support,06_06_2022_23_06,@116265 Happy to help! Please visit this link; https://t.co/qfimGYE4QO to know more about how to get a free food.
116265,06_06_2022_23_06,"@115877 hey, I was wondering if you could give me a discount on my food I'm broke!"
Uber_Support,06_06_2022_23_06,@116266 We're so sorry for the trouble. Send us a note via https://t.co/G6utFs8cUp so we can assist.
116266,06_06_2022_23_06,"@115877 dealing with a driver who is literally incompetent and just swore down the phone, i hope this isn’t what ubereats stands for?"
Uber_Support,06_06_2022_23_06,@116267 Here to help! Send us a note here https://t.co/fS660rQ8NQ so we can assist.
116267,06_06_2022_23_06,.@115873 I️t took our driver over 5 minutes to start moving for our ride. We have a flight to catch. If they can’t do the ride then they shouldn’t accept I️t. #CustomerService
Uber_Support,06_06_2022_23_06,@116268 We can take a look! Send us a note via https://t.co/tv4psVy8sr so our team can get in touch.
116268,06_06_2022_23_06,How did I not get a ride out of this surge!? I’m at the Four Seasons resort and there is only one car around me and it’s farther away. Thanks @115873. #scrubered. https://t.co/qdicFjZlXB
Uber_Support,06_06_2022_23_06,@116269 We've been in touch via DM!
116269,06_06_2022_23_06,Ugh! @115873 is there a reason you disabled my ability to respond to a complaint you guys asked me to resend information to?
Uber_Support,06_06_2022_23_06,@116270 Here to help! Follow up here; https://t.co/h840Iouehc and our team will connect right away.
116270,06_06_2022_23_06,@Uber_Support I submitted an online request and expect a cancellation credit to my account as I would of had to pay. Thank you!
Uber_Support,06_06_2022_23_06,@116270 Here to help! Send us a DM with your email address so we can assist.
116270,06_06_2022_23_06,Hey @116271 my scheduled ride canceled on me when he was 1 minute away. If I cancel I pay $5. I need a $5 credit.
Uber_Support,06_06_2022_23_06,@116272 We can definitely take a look! Send us a note via https://t.co/nFTc4ODH3P so we can assist.
116272,06_06_2022_23_06,@Uber_Support Thank you for your response. Put in a request and am waiting for reply!
Uber_Support,06_06_2022_23_06,@116272 We're here to help! Send us a DM with your email address so we can follow up.
116272,06_06_2022_23_06,@115877 just made a $35 ubereats order from @116273 and did not receive my burrito. Who should I contact?
Uber_Support,06_06_2022_23_06,"@116274 We're following up with you via DM, be on the look out for our response."
116274,06_06_2022_23_06,@Uber_Support Or even reply.
116274,06_06_2022_23_06,@Uber_Support your drivers are now officially worse than the auto walas. And you sit there and refuse to listen.
Uber_Support,06_06_2022_23_06,"@116275 We'd be happy to look into this, Frank. Please provide the email address you used to reach out to us so we can further review and assist."
116275,06_06_2022_23_06,@116276 any reason I’m trying to Inform ur support staff that my debit card is being charged fraudulently from another Uber account while I’m at work and no one seems to care?
Uber_Support,06_06_2022_23_06,@116277 The busy area fee helps us maintain the reliability &amp; speed of our service. You can try again later when there may be less demand.
116277,06_06_2022_23_06,"@Uber_Support The thing is, it’s the exact same reliability and speed as @154... so why would I pay $15 more for the same product or wait for later when I can just give them my money? Which is what I did."
116277,06_06_2022_23_06,.@115877’s surge pricing is ridiculous. I literally just ordered the exact same food from @425 on @154 for $13 less. 🙄
Uber_Support,06_06_2022_23_06,"@116278 We're here to help! Send us a note here, https://t.co/z33D4A8p40 and our team will be in touch."
116278,06_06_2022_23_06,"@Uber_Support Is there a way I can address a specific issue? Though i already received compensation for that ride i reported, I'd like to mention it would've been avoided if the route to my location was plotted correctly. The map told him to pass through a route that had a dead end"
Uber_Support,06_06_2022_23_06,@116278 Here to help. Send us a note at https://t.co/QsI1vsvcif so our team can connect.
116278,06_06_2022_23_06,Hi @Uber_Support I have a problem with a cancellation fee I was charged but the case fits none of the options. How can I report i this?
Uber_Support,06_06_2022_23_06,"@116279 Hi, Jenny! Kindly send us details regarding your concern so our team can assist."
116279,06_06_2022_23_06,"@115873 awful customer service, why bother trying to contact the head office?"
Uber_Support,06_06_2022_23_06,@116280 Here to help! For more info please visit;https://t.co/Xaf6cZMUVR.
116280,06_06_2022_23_06,"@Uber_Support i’m already registered as a driver, lower the age requirement or let me bypass the rule please"
Uber_Support,06_06_2022_23_06,@116280 Here to help! Contact us here;  https://t.co/uRjsQ64qLY so we can take a closer look.
116280,06_06_2022_23_06,@Uber_Support i’m 4 months away from being 21 and have driving experience including delivery. i feel i should be able to drive now instead of waiting to be 21
Uber_Support,06_06_2022_23_06,@116280 Hi! Please visit https://t.co/Xaf6cZMUVR for more information.
116280,06_06_2022_23_06,@115873 i’m only a few months away from 21. let me drive anyway
